congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,house,S001180,Schrader,OR,5,D,89,0.0898876404494382,0.17112358,-4.2
117,house,S001180,Schrader,OR,5,D,3,0,0.14102046,-4.2
0,house,S001183,Schweikert,AZ,6,Republican,188,0.898936170212766,0.74199436,10
115,house,S001183,Schweikert,AZ,6,R,96,0.895833333333333,0.85428917,10
116,house,S001183,Schweikert,AZ,6,R,89,0.910112359550562,0.6312432,10
117,house,S001183,Schweikert,AZ,6,R,3,0.666666666666667,0.43417815,10
0,house,S001185,Sewell,AL,7,Democrat,183,0.180327868852459,0.1327832,-41.2
115,house,S001185,Sewell,AL,7,D,93,0.290322580645161,0.19754154,-41.2
116,house,S001185,Sewell,AL,7,D,87,0.0689655172413793,0.06812508,-41.2
117,house,S001185,Sewell,AL,7,D,3,0,3.5974e-4,-41.2
0,house,S001187,Stivers,OH,15,Republican,177,0.92090395480226,0.84158241,15.4
115,house,S001187,Stivers,OH,15,R,91,0.989010989010989,0.9003995,15.4
116,house,S001187,Stivers,OH,15,R,83,0.867469879518072,0.7874361,15.4
117,house,S001187,Stivers,OH,15,R,3,0.333333333333333,0.55551169,15.4
0,house,S001189,Scott,GA,8,Republican,183,0.939890710382514,0.93222776,28.9
115,house,S001189,Scott,GA,8,R,96,0.989583333333333,0.94529712,28.9
116,house,S001189,Scott,GA,8,R,84,0.904761904761905,0.92227564,28.9
117,house,S001189,Scott,GA,8,R,3,0.333333333333333,0.79266752,28.9
0,house,S001190,Schneider,IL,10,Democrat,186,0.231182795698925,0.16081905,-29.4
115,house,S001190,Schneider,IL,10,D,94,0.393617021276596,0.24913421,-29.4
116,house,S001190,Schneider,IL,10,D,89,0.0674157303370786,0.072855520000000007,-29.4
117,house,S001190,Schneider,IL,10,D,3,0,0.00319545,-29.4
115,house,S001191,Sinema,AZ,9,D,91,0.626373626373626,0.36384563,-16.3
0,house,S001192,Stewart,UT,2,Republican,183,0.92896174863388,0.82181528,14
115,house,S001192,Stewart,UT,2,R,92,0.945652173913043,0.88999112,14
116,house,S001192,Stewart,UT,2,R,88,0.920454545454545,0.76065762,14
117,house,S001192,Stewart,UT,2,R,3,0.666666666666667,0.52504735,14
0,house,S001193,Swalwell,CA,15,Democrat,176,0.153409090909091,0.1289168,-45.7
115,house,S001193,Swalwell,CA,15,D,93,0.236559139784946,0.18189683,-45.7
116,house,S001193,Swalwell,CA,15,D,80,0.0625,0.07215637,-45.7
117,house,S001193,Swalwell,CA,15,D,3,0,1.4742e-4,-45.7
0,house,S001195,Smith,MO,8,Republican,185,0.940540540540541,0.94298732,54.4
115,house,S001195,Smith,MO,8,R,93,0.913978494623656,0.94759591,54.4
116,house,S001195,Smith,MO,8,R,89,0.966292134831461,0.936964,54.4
117,house,S001195,Smith,MO,8,R,3,1,0.97881278,54.4
0,house,S001196,Stefanik,NY,21,Republican,188,0.776595744680851,0.82129366,13.9
115,house,S001196,Stefanik,NY,21,R,96,0.895833333333333,0.89100666,13.9
116,house,S001196,Stefanik,NY,21,R,89,0.651685393258427,0.7561579,13.9
117,house,S001196,Stefanik,NY,21,R,3,0.666666666666667,0.52283861,13.9
0,house,S001199,Smucker,PA,11,Republican,183,0.939890710382514,0.85298538,25.8
115,house,S001199,Smucker,PA,16,R,96,0.958333333333333,0.81333017,6.8
116,house,S001199,Smucker,PA,11,R,84,0.928571428571429,0.90206176,25.8
117,house,S001199,Smucker,PA,11,R,3,0.666666666666667,0.74781347,25.8
0,house,S001200,Soto,FL,9,Democrat,187,0.149732620320856,0.26898034,-12.9
115,house,S001200,Soto,FL,9,D,96,0.229166666666667,0.4296077,-12.9
116,house,S001200,Soto,FL,9,D,88,0.0681818181818182,0.10130519,-12.9
117,house,S001200,Soto,FL,9,D,3,0,0.04737618,-12.9
0,house,S001201,Suozzi,NY,3,Democrat,185,0.205405405405405,0.35341936,-6.1
115,house,S001201,Suozzi,NY,3,D,93,0.344086021505376,0.55953314,-6.1
116,house,S001201,Suozzi,NY,3,D,89,0.0674157303370786,0.14611022,-6.1
117,house,S001201,Suozzi,NY,3,D,3,0,0.11406291,-6.1
0,house,S001205,Scanlon,PA,5,Democrat,95,0.0736842105263158,0.09353653,-28.2
115,house,S001205,Scanlon,PA,7,D,3,0.666666666666667,0.76999532,-2.3
116,house,S001205,Scanlon,PA,5,D,89,0.0561797752808989,0.07375427,-28.2
117,house,S001205,Scanlon,PA,5,D,3,0,0.00395146,-28.2
0,house,S001206,Shalala,FL,27,Democrat,89,0.0674157303370786,0.08344075,-19.6
116,house,S001206,Shalala,FL,27,D,89,0.0674157303370786,0.08344075,-19.6
0,house,S001207,Sherrill,NJ,11,Democrat,91,0.0659340659340659,0.2840018,0.9
116,house,S001207,Sherrill,NJ,11,D,88,0.0681818181818182,0.28579808,0.9
117,house,S001207,Sherrill,NJ,11,D,3,0,0.23131086,0.9
0,house,S001208,Slotkin,MI,8,Democrat,92,0.0652173913043478,0.49548186,6.7
116,house,S001208,Slotkin,MI,8,D,89,0.0674157303370786,0.50012673,6.7
117,house,S001208,Slotkin,MI,8,D,3,0,0.35768404,6.7
0,house,S001209,Spanberger,VA,7,Democrat,92,0.0869565217391304,0.48739995,6.5
116,house,S001209,Spanberger,VA,7,D,89,0.0898876404494382,0.49192736,6.5
117,house,S001209,Spanberger,VA,7,D,3,0,0.35308665,6.5
0,house,S001210,Spano,FL,15,Republican,85,0.894117647058824,0.62917018,10
116,house,S001210,Spano,FL,15,R,85,0.894117647058824,0.62917018,10
0,house,S001211,Stanton,AZ,9,Democrat,92,0.0760869565217391,0.08795904,-16.3
116,house,S001211,Stanton,AZ,9,D,89,0.0786516853932584,0.08995767,-16.3
117,house,S001211,Stanton,AZ,9,D,3,0,0.02866636,-16.3
0,house,S001212,Stauber,MN,8,Republican,92,0.858695652173913,0.78877423,15.6
116,house,S001212,Stauber,MN,8,R,89,0.876404494382023,0.79649282,15.6
117,house,S001212,Stauber,MN,8,R,3,0.333333333333333,0.55978941,15.6
0,house,S001213,Steil,WI,1,Republican,91,0.879120879120879,0.63412264,10.3
116,house,S001213,Steil,WI,1,R,88,0.897727272727273,0.64070217,10.3
117,house,S001213,Steil,WI,1,R,3,0.333333333333333,0.44112292,10.3
0,house,S001214,Steube,FL,17,Republican,89,0.943820224719101,0.91425155,27.2
116,house,S001214,Steube,FL,17,R,86,0.941860465116279,0.91932666,27.2
117,house,S001214,Steube,FL,17,R,3,1,0.76876529,27.2
0,house,S001215,Stevens,MI,11,Democrat,92,0.0652173913043478,0.40412481,4.4
116,house,S001215,Stevens,MI,11,D,89,0.0674157303370786,0.40744737,4.4
117,house,S001215,Stevens,MI,11,D,3,0,0.30555526,4.4
0,house,S001216,Schrier,WA,8,Democrat,91,0.0659340659340659,0.19124168,-3
116,house,S001216,Schrier,WA,8,D,88,0.0681818181818182,0.19230709000000001,-3
117,house,S001216,Schrier,WA,8,D,3,0,0.15998944,-3
0,house,T000165,Tiffany,WI,7,Republican,18,0.833333333333333,0.74740177,20.5
116,house,T000165,Tiffany,WI,7,R,15,0.8,0.76531659,20.5
117,house,T000165,Tiffany,WI,7,R,3,1,0.65782767,20.5
0,house,T000193,Thompson,MS,2,Democrat,179,0.122905027932961,0.16623209,-28.5
115,house,T000193,Thompson,MS,2,D,91,0.175824175824176,0.25495464,-28.5
116,house,T000193,Thompson,MS,2,D,85,0.0705882352941176,0.07698151,-28.5
117,house,T000193,Thompson,MS,2,D,3,0,0.00374774,-28.5
0,house,T000238,Thornberry,TX,13,Republican,182,0.950549450549451,0.9416093,63
115,house,T000238,Thornberry,TX,13,R,96,0.979166666666667,0.94690775,63
116,house,T000238,Thornberry,TX,13,R,86,0.918604651162791,0.93569475,63
0,house,T000460,Thompson,CA,5,Democrat,184,0.141304347826087,0.12469032,-44.9
115,house,T000460,Thompson,CA,5,D,93,0.225806451612903,0.18430643,-44.9
116,house,T000460,Thompson,CA,5,D,88,0.0568181818181818,0.06593183,-44.9
117,house,T000460,Thompson,CA,5,D,3,0,1.7327e-4,-44.9
0,house,T000462,Tiberi,OH,12,Republican,58,0.982758620689655,0.86721055,11.3
115,house,T000462,Tiberi,OH,12,R,58,0.982758620689655,0.86721055,11.3
0,house,T000463,Turner,OH,10,Republican,187,0.919786096256685,0.67451763,7.3
115,house,T000463,Turner,OH,10,R,96,0.958333333333333,0.82040669,7.3
116,house,T000463,Turner,OH,10,R,88,0.897727272727273,0.52569522,7.3
117,house,T000463,Turner,OH,10,R,3,0.333333333333333,0.3715251,7.3
0,house,T000465,Tsongas,MA,3,Democrat,88,0.193181818181818,0.27662097,-22.8
115,house,T000465,Tsongas,MA,3,D,88,0.193181818181818,0.27662097,-22.8
0,house,T000467,Thompson,PA,15,Republican,186,0.956989247311828,0.93908714,43.3
115,house,T000467,Thompson,PA,5,R,96,0.989583333333333,0.94518355,28.8
116,house,T000467,Thompson,PA,15,R,87,0.931034482758621,0.93257977,43.3
117,house,T000467,Thompson,PA,15,R,3,0.666666666666667,0.9327153,43.3
0,house,T000468,Titus,NV,1,Democrat,183,0.103825136612022,0.15496202,-29
115,house,T000468,Titus,NV,1,D,92,0.152173913043478,0.23736595,-29
116,house,T000468,Titus,NV,1,D,88,0.0568181818181818,0.0739783,-29
117,house,T000468,Titus,NV,1,D,3,0,0.00343048,-29
0,house,T000469,Tonko,NY,20,Democrat,185,0.140540540540541,0.26064027,-13.5
115,house,T000469,Tonko,NY,20,D,93,0.225806451612903,0.4232879,-13.5
116,house,T000469,Tonko,NY,20,D,89,0.0561797752808989,0.09800272,-13.5
117,house,T000469,Tonko,NY,20,D,3,0,0.04347742,-13.5
0,house,T000470,Tipton,CO,3,Republican,183,0.92896174863388,0.79017336,12
115,house,T000470,Tipton,CO,3,R,94,0.957446808510638,0.87486637,12
116,house,T000470,Tipton,CO,3,R,89,0.898876404494382,0.70072232,12
0,house,T000472,Takano,CA,41,Democrat,185,0.124324324324324,0.1669187,-27.9
115,house,T000472,Takano,CA,41,D,94,0.180851063829787,0.25832221,-27.9
116,house,T000472,Takano,CA,41,D,88,0.0681818181818182,0.07483152,-27.9
117,house,T000472,Takano,CA,41,D,3,0,0.0041658,-27.9
0,house,T000474,Torres,CA,35,Democrat,185,0.162162162162162,0.13560656,-40.8
115,house,T000474,Torres,CA,35,D,94,0.265957446808511,0.20366703,-40.8
116,house,T000474,Torres,CA,35,D,88,0.0568181818181818,0.06751531,-40.8
117,house,T000474,Torres,CA,35,D,3,0,3.8871e-4,-40.8
0,house,T000475,Trott,MI,11,Republican,90,0.988888888888889,0.77224179,4.4
115,house,T000475,Trott,MI,11,R,90,0.988888888888889,0.77224179,4.4
0,house,T000477,Taylor,VA,2,Republican,93,0.978494623655914,0.75902563,3.4
115,house,T000477,Taylor,VA,2,R,93,0.978494623655914,0.75902563,3.4
0,house,T000478,Tenney,NY,22,Republican,96,0.96875,0.90237522,15.5
115,house,T000478,Tenney,NY,22,R,96,0.96875,0.90237522,15.5
0,house,T000479,Taylor,TX,3,Republican,92,0.891304347826087,0.75626066,14.2
116,house,T000479,Taylor,TX,3,R,89,0.910112359550562,0.76390588,14.2
117,house,T000479,Taylor,TX,3,R,3,0.333333333333333,0.5294524,14.2
0,house,T000480,Timmons,SC,4,Republican,81,0.901234567901235,0.90217281,25.7
116,house,T000480,Timmons,SC,4,R,78,0.897435897435897,0.90816898,25.7
117,house,T000480,Timmons,SC,4,R,3,1,0.74627252,25.7
0,house,T000481,Tlaib,MI,13,Democrat,90,0.122222222222222,0.05992866,-60.7
116,house,T000481,Tlaib,MI,13,D,89,0.123595505617978,0.06060201,-60.7
117,house,T000481,Tlaib,MI,13,D,1,0,0,-60.7
0,house,T000482,Trahan,MA,3,Democrat,92,0.0543478260869565,0.07671642,-22.8
116,house,T000482,Trahan,MA,3,D,89,0.0561797752808989,0.07896403,-22.8
117,house,T000482,Trahan,MA,3,D,3,0,0.01003737,-22.8
0,house,T000483,Trone,MD,6,Democrat,91,0.0659340659340659,0.09177803,-15.1
116,house,T000483,Trone,MD,6,D,89,0.0674157303370786,0.09304446,-15.1
117,house,T000483,Trone,MD,6,D,2,0,0.03542172,-15.1
0,house,T000484,Torres Small,NM,2,Democrat,89,0.101123595505618,0.63864226,10.2
116,house,T000484,Torres Small,NM,2,D,89,0.101123595505618,0.63864226,10.2
0,house,T000486,Torres,NY,15,Democrat,3,0,0,-88.9
117,house,T000486,Torres,NY,15,D,3,0,0,-88.9
0,house,U000031,Upton,MI,6,Republican,187,0.786096256684492,0.70115621,8.4
115,house,U000031,Upton,MI,6,R,95,0.947368421052632,0.83431314,8.4
116,house,U000031,Upton,MI,6,R,89,0.640449438202247,0.56927391,8.4
117,house,U000031,Upton,MI,6,R,3,0,0.39702858,8.4
0,house,U000040,Underwood,IL,14,Democrat,92,0.0652173913043478,0.3851442,3.9
116,house,U000040,Underwood,IL,14,D,89,0.0674157303370786,0.38819955,3.9
117,house,U000040,Underwood,IL,14,D,3,0,0.29450219,3.9
0,house,V000081,Velázquez,NY,7,Democrat,183,0.087431693989071,0.1014138,-76.5
115,house,V000081,Velázquez,NY,7,D,94,0.106382978723404,0.14510308,-76.5
116,house,V000081,Velázquez,NY,7,D,86,0.0697674418604651,0.05719809,-76.5
117,house,V000081,Velázquez,NY,7,D,3,0,1e-7,-76.5
0,house,V000108,Visclosky,IN,1,Democrat,184,0.146739130434783,0.27549139,-12.6
115,house,V000108,Visclosky,IN,1,D,96,0.229166666666667,0.43492612,-12.6
116,house,V000108,Visclosky,IN,1,D,88,0.0568181818181818,0.10156258,-12.6
0,house,V000129,Valadao,CA,21,Republican,95,0.968421052631579,0.38437183,-15.5
115,house,V000129,Valadao,CA,21,R,94,0.978723404255319,0.38805628,-15.5
117,house,V000129,Valadao,CA,21,R,1,0,0.03803326,-15.5
0,house,V000130,Vargas,CA,51,Democrat,185,0.113513513513514,0.12393411,-49
115,house,V000130,Vargas,CA,51,D,94,0.159574468085106,0.18349318,-49
116,house,V000130,Vargas,CA,51,D,88,0.0681818181818182,0.06453668,-49
117,house,V000130,Vargas,CA,51,D,3,0,7.462e-5,-49
0,house,V000131,Veasey,TX,33,Democrat,183,0.147540983606557,0.11421771,-49.2
115,house,V000131,Veasey,TX,33,D,93,0.225806451612903,0.16374231,-49.2
116,house,V000131,Veasey,TX,33,D,87,0.0689655172413793,0.06521371,-49.2
117,house,V000131,Veasey,TX,33,D,3,0,7.156e-5,-49.2
0,house,V000132,Vela,TX,34,Democrat,183,0.158469945355191,0.18286372,-21.5
115,house,V000132,Vela,TX,34,D,91,0.241758241758242,0.28848024,-21.5
116,house,V000132,Vela,TX,34,D,89,0.0786516853932584,0.08061723,-21.5
117,house,V000132,Vela,TX,34,D,3,0,0.01247552,-21.5
0,house,V000133,Van Drew,NJ,2,Republican,91,0.274725274725275,0.41345235,4.6
116,house,V000133,Van Drew,NJ,2,R,88,0.25,0.45940101,4.6
117,house,V000133,Van Drew,NJ,2,R,3,1,0.31000959,4.6
0,house,V000134,Van Duyne,TX,24,Republican,3,0.666666666666667,0.34620879,6.2
117,house,V000134,Van Duyne,TX,24,R,3,0.666666666666667,0.34620879,6.2
0,house,W000187,Waters,CA,43,Democrat,186,0.0913978494623656,0.11101288,-61.7
115,house,W000187,Waters,CA,43,D,95,0.115789473684211,0.16079574,-61.7
116,house,W000187,Waters,CA,43,D,88,0.0681818181818182,0.0610544,-61.7
117,house,W000187,Waters,CA,43,D,3,0,4.31e-6,-61.7
0,house,W000788,Williams,GA,5,Democrat,3,0,2.4e-7,-73.1
117,house,W000788,Williams,GA,5,D,3,0,2.4e-7,-73.1
0,house,W000791,Walden,OR,2,Republican,184,0.896739130434783,0.89772082,20.1
115,house,W000791,Walden,OR,2,R,96,0.989583333333333,0.925617,20.1
116,house,W000791,Walden,OR,2,R,88,0.795454545454545,0.86728862,20.1
0,house,W000795,Wilson,SC,2,Republican,183,0.950819672131147,0.87360745,17.7
115,house,W000795,Wilson,SC,2,R,96,0.979166666666667,0.91505687,17.7
116,house,W000795,Wilson,SC,2,R,84,0.916666666666667,0.83588479,17.7
117,house,W000795,Wilson,SC,2,R,3,1,0.60346052,17.7
0,house,W000797,Wasserman Schultz,FL,23,Democrat,185,0.124324324324324,0.16720474,-26.1
115,house,W000797,Wasserman Schultz,FL,23,D,93,0.182795698924731,0.26015349,-26.1
116,house,W000797,Wasserman Schultz,FL,23,D,89,0.0674157303370786,0.07552231,-26.1
117,house,W000797,Wasserman Schultz,FL,23,D,3,0,0.00570585,-26.1
0,house,W000798,Walberg,MI,7,Republican,186,0.962365591397849,0.86539851,17
115,house,W000798,Walberg,MI,7,R,96,0.989583333333333,0.91136246,17
116,house,W000798,Walberg,MI,7,R,87,0.931034482758621,0.82420496,17
117,house,W000798,Walberg,MI,7,R,3,1,0.58916514,17
0,house,W000799,Walz,MN,1,Democrat,73,0.205479452054795,0.8924946,14.9
115,house,W000799,Walz,MN,1,D,73,0.205479452054795,0.8924946,14.9
0,house,W000800,Welch,VT,0,Democrat,186,0.134408602150538,0.171721,-26.40835124
115,house,W000800,Welch,VT,0,D,95,0.189473684210526,0.2655481,-26.40835124
116,house,W000800,Welch,VT,0,D,88,0.0795454545454545,0.07610015,-26.40835124
117,house,W000800,Welch,VT,0,D,3,0,0.0054081,-26.40835124
0,house,W000804,Wittman,VA,1,Republican,186,0.908602150537634,0.79293346,12.4
115,house,W000804,Wittman,VA,1,R,94,0.904255319148936,0.8780261,12.4
116,house,W000804,Wittman,VA,1,R,89,0.921348314606742,0.71329675,12.4
117,house,W000804,Wittman,VA,1,R,3,0.666666666666667,0.4892527,12.4
0,house,W000806,Webster,FL,11,Republican,174,0.908045977011494,0.9391738,32.3
115,house,W000806,Webster,FL,11,R,90,0.911111111111111,0.95099871,32.3
116,house,W000806,Webster,FL,11,R,82,0.902439024390244,0.93064469,32.3
117,house,W000806,Webster,FL,11,R,2,1,0.75674619,32.3
0,house,W000808,Wilson,FL,24,Democrat,165,0.109090909090909,0.10697522,-67.5
115,house,W000808,Wilson,FL,24,D,82,0.158536585365854,0.1510877,-67.5
116,house,W000808,Wilson,FL,24,D,80,0.0625,0.06577145,-67.5
117,house,W000808,Wilson,FL,24,D,3,0,1.03e-6,-67.5
0,house,W000809,Womack,AR,3,Republican,188,0.952127659574468,0.93396184,31.4
115,house,W000809,Womack,AR,3,R,96,0.989583333333333,0.94762677,31.4
116,house,W000809,Womack,AR,3,R,89,0.932584269662921,0.92290093,31.4
117,house,W000809,Womack,AR,3,R,3,0.333333333333333,0.82482451,31.4
0,house,W000810,Woodall,GA,7,Republican,185,0.962162162162162,0.65096624,6.3
115,house,W000810,Woodall,GA,7,R,96,0.979166666666667,0.80600284,6.3
116,house,W000810,Woodall,GA,7,R,89,0.943820224719101,0.48373576,6.3
0,house,W000812,Wagner,MO,2,Republican,184,0.923913043478261,0.75053947,10.3
115,house,W000812,Wagner,MO,2,R,95,0.968421052631579,0.85732307,10.3
116,house,W000812,Wagner,MO,2,R,86,0.895348837209302,0.64337445,10.3
117,house,W000812,Wagner,MO,2,R,3,0.333333333333333,0.44112292,10.3
0,house,W000813,Walorski,IN,2,Republican,186,0.940860215053763,0.91071221,23.2
115,house,W000813,Walorski,IN,2,R,96,0.958333333333333,0.93530616,23.2
116,house,W000813,Walorski,IN,2,R,87,0.919540229885057,0.89064006,23.2
117,house,W000813,Walorski,IN,2,R,3,1,0.70579816,23.2
0,house,W000814,Weber,TX,14,Republican,176,0.9375,0.88518237,19.8
115,house,W000814,Weber,TX,14,R,93,0.924731182795699,0.92227873,19.8
116,house,W000814,Weber,TX,14,R,80,0.95,0.85107706,19.8
117,house,W000814,Weber,TX,14,R,3,1,0.64466986,19.8
0,house,W000815,Wenstrup,OH,2,Republican,186,0.93010752688172,0.85498125,16.1
115,house,W000815,Wenstrup,OH,2,R,96,0.958333333333333,0.90615324,16.1
116,house,W000815,Wenstrup,OH,2,R,87,0.919540229885057,0.80832885,16.1
117,house,W000815,Wenstrup,OH,2,R,3,0.333333333333333,0.57039691,16.1
0,house,W000816,Williams,TX,25,Republican,185,0.92972972972973,0.83612713,14.9
115,house,W000816,Williams,TX,25,R,95,0.926315789473684,0.89801943,14.9
116,house,W000816,Williams,TX,25,R,87,0.931034482758621,0.77859163,14.9
117,house,W000816,Williams,TX,25,R,3,1,0.5447336,14.9
0,house,W000819,Walker,NC,6,Republican,159,0.943396226415094,0.85459616,14.7
115,house,W000819,Walker,NC,6,R,91,0.923076923076923,0.89388693,14.7
116,house,W000819,Walker,NC,6,R,68,0.970588235294118,0.80201588,14.7
0,house,W000820,Walters,CA,45,Republican,94,0.98936170212766,0.57844199,-5.4
115,house,W000820,Walters,CA,45,R,94,0.98936170212766,0.57844199,-5.4
0,house,W000821,Westerman,AR,4,Republican,188,0.930851063829787,0.93594311,32.9
115,house,W000821,Westerman,AR,4,R,96,0.9375,0.94862569,32.9
116,house,W000821,Westerman,AR,4,R,89,0.943820224719101,0.92541444,32.9
117,house,W000821,Westerman,AR,4,R,3,0.333333333333333,0.84245101,32.9
0,house,W000822,Watson Coleman,NJ,12,Democrat,187,0.0748663101604278,0.14942901,-33.2
115,house,W000822,Watson Coleman,NJ,12,D,95,0.0842105263157895,0.228118,-33.2
116,house,W000822,Watson Coleman,NJ,12,D,89,0.0674157303370786,0.07041768,-33.2
117,house,W000822,Watson Coleman,NJ,12,D,3,0,0.00161339,-33.2
0,house,W000823,Waltz,FL,6,Republican,90,0.855555555555556,0.81838506,17
116,house,W000823,Waltz,FL,6,R,87,0.873563218390805,0.82628919,17
117,house,W000823,Waltz,FL,6,R,3,0.333333333333333,0.58916514,17
0,house,W000824,Watkins,KS,2,Republican,86,0.953488372093023,0.85884406,18.4
116,house,W000824,Watkins,KS,2,R,86,0.953488372093023,0.85884406,18.4
0,house,W000825,Wexton,VA,10,Democrat,92,0.0652173913043478,0.11246777,-10
116,house,W000825,Wexton,VA,10,D,89,0.0674157303370786,0.11388426,-10
117,house,W000825,Wexton,VA,10,D,3,0,0.07044505,-10
0,house,W000826,Wild,PA,7,Democrat,95,0.0947368421052632,0.25019375,-1.1
115,house,W000826,Wild,PA,15,D,3,0.666666666666667,0.86920674,7.6
116,house,W000826,Wild,PA,7,D,89,0.0786516853932584,0.23125667,-1.1
117,house,W000826,Wild,PA,7,D,3,0,0.19298081,-1.1
0,house,W000827,Wright,TX,6,Republican,80,0.9625,0.71358795,12.3
116,house,W000827,Wright,TX,6,R,77,0.961038961038961,0.72241659,12.3
117,house,W000827,Wright,TX,6,R,3,1,0.48698626,12.3
0,house,Y000033,Young,AK,0,Republican,183,0.868852459016393,0.83778724,14.73064079
115,house,Y000033,Young,AK,0,R,96,0.927083333333333,0.89715152,14.73064079
116,house,Y000033,Young,AK,0,R,84,0.821428571428571,0.78053988,14.73064079
117,house,Y000033,Young,AK,0,R,3,0.333333333333333,0.54105648,14.73064079
0,house,Y000062,Yarmuth,KY,3,Democrat,185,0.135135135135135,0.24274407,-15
115,house,Y000062,Yarmuth,KY,3,D,93,0.204301075268817,0.39244247,-15
116,house,Y000062,Yarmuth,KY,3,D,89,0.0674157303370786,0.09332394,-15
117,house,Y000062,Yarmuth,KY,3,D,3,0,0.03489082,-15
0,house,Y000063,Yoder,KS,3,Republican,94,0.925531914893617,0.67076822,-1.2
115,house,Y000063,Yoder,KS,3,R,94,0.925531914893617,0.67076822,-1.2
0,house,Y000065,Yoho,FL,3,Republican,174,0.942528735632184,0.86540888,16
115,house,Y000065,Yoho,FL,3,R,92,0.91304347826087,0.90448453,16
116,house,Y000065,Yoho,FL,3,R,82,0.975609756097561,0.82156791,16
0,house,Y000066,Young,IA,3,Republican,96,0.989583333333333,0.76046635,3.5
115,house,Y000066,Young,IA,3,R,96,0.989583333333333,0.76046635,3.5
0,house,Z000017,Zeldin,NY,1,Republican,187,0.887700534759358,0.79344618,12.3
115,house,Z000017,Zeldin,NY,1,R,96,0.864583333333333,0.87758287,12.3
116,house,Z000017,Zeldin,NY,1,R,88,0.909090909090909,0.7121082,12.3
117,house,Z000017,Zeldin,NY,1,R,3,1,0.48698626,12.3
0,house,Z000018,Zinke,MT,0,Republican,1,1,0.99438858,20.42273211
115,house,Z000018,Zinke,MT,0,R,1,1,0.99438858,20.42273211
0,senate,A000360,Alexander,TN,,Republican,118,0.889830508474576,0.8562756,26.0057009
115,senate,A000360,Alexander,TN,,R,80,0.9375,0.87959201,26.0057009
116,senate,A000360,Alexander,TN,,R,38,0.789473684210526,0.80718843,26.0057009
0,senate,B000575,Blunt,MO,,Republican,128,0.90625,0.78650281,18.637117
115,senate,B000575,Blunt,MO,,R,84,0.964285714285714,0.8299707,18.637117
116,senate,B000575,Blunt,MO,,R,42,0.833333333333333,0.73289168,18.637117
117,senate,B000575,Blunt,MO,,R,2,0,0.08668553,18.637117
0,senate,B000944,Brown,OH,,Democrat,128,0.2578125,0.64165848,8.1295744
115,senate,B000944,Brown,OH,,D,83,0.301204819277108,0.69004529,8.1295744
116,senate,B000944,Brown,OH,,D,43,0.186046511627907,0.57551594,8.1295744
117,senate,B000944,Brown,OH,,D,2,0,0.0556707,8.1295744
0,senate,B001135,Burr,NC,,Republican,121,0.892561983471074,0.56006116,3.65522853
115,senate,B001135,Burr,NC,,R,81,0.925925925925926,0.60337882,3.65522853
116,senate,B001135,Burr,NC,,R,38,0.868421052631579,0.49480986,3.65522853
117,senate,B001135,Burr,NC,,R,2,0,0.04547036,3.65522853
0,senate,B001230,Baldwin,WI,,Democrat,128,0.2265625,0.50999485,0.7643432
115,senate,B001230,Baldwin,WI,,D,83,0.253012048192771,0.55965646,0.7643432
116,senate,B001230,Baldwin,WI,,D,43,0.186046511627907,0.43600963,0.7643432
117,senate,B001230,Baldwin,WI,,D,2,0,0.03972003,0.7643432
0,senate,B001236,Boozman,AR,,Republican,129,0.914728682170543,0.85128633,26.92097803
115,senate,B001236,Boozman,AR,,R,84,0.964285714285714,0.88744937,26.92097803
116,senate,B001236,Boozman,AR,,R,43,0.86046511627907,0.81469827,26.92097803
117,senate,B001236,Boozman,AR,,R,2,0,0.11908173,26.92097803
0,senate,B001243,Blackburn,TN,,Republican,131,0.885496183206107,0.88858059,26.0057009
116,senate,B001243,Blackburn,TN,,R,42,0.857142857142857,0.80721806,26.0057009
117,senate,B001243,Blackburn,TN,,R,2,0,0.11513174,26.0057009
0,senate,B001261,Barrasso,WY,,Republican,129,0.891472868217054,0.89536686,46.29527573
115,senate,B001261,Barrasso,WY,,R,84,0.916666666666667,0.92394906,46.29527573
116,senate,B001261,Barrasso,WY,,R,43,0.883720930232558,0.8707,46.29527573
117,senate,B001261,Barrasso,WY,,R,2,0,0.22525176,46.29527573
0,senate,B001267,Bennet,CO,,Democrat,121,0.272727272727273,0.41676567,-4.90558301
115,senate,B001267,Bennet,CO,,D,84,0.30952380952381,0.45142381,-4.90558301
116,senate,B001267,Bennet,CO,,D,35,0.2,0.35567793,-4.90558301
117,senate,B001267,Bennet,CO,,D,2,0,0.0301592,-4.90558301
0,senate,B001277,Blumenthal,CT,,Democrat,128,0.203125,0.29411808,-13.63938672
115,senate,B001277,Blumenthal,CT,,D,83,0.228915662650602,0.32799846,-13.63938672
116,senate,B001277,Blumenthal,CT,,D,43,0.162790697674419,0.24150723,-13.63938672
117,senate,B001277,Blumenthal,CT,,D,2,0,0.01921554,-13.63938672
0,senate,B001288,Booker,NJ,,Democrat,119,0.159663865546218,0.29032081,-14.1026978
115,senate,B001288,Booker,NJ,,D,84,0.154761904761905,0.32373327,-14.1026978
116,senate,B001288,Booker,NJ,,D,33,0.181818181818182,0.22173008,-14.1026978
117,senate,B001288,Booker,NJ,,D,2,0,0.01874449,-14.1026978
